student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,math_score,science_score,english_score,overall_score
11503,18,female,private,graduate,4.6,89.6,yes,15-30 min,yes,64.6,88.7,76.2,72.2
1701,15,other,private,no formal,2.5,74.5,yes,15-30 min,no,54.8,54.7,60.5,56.9
11863,17,other,public,no formal,4.3,89.5,yes,30-60 min,yes,70.3,96.5,76.2,79.1
2701,19,male,public,phd,3.3,52.0,yes,30-60 min,no,63.2,43.7,49.7,49.9
6816,15,male,public,high school,2.6,74.4,yes,>60 min,yes,47.1,30.1,40.9,44.7
11822,19,other,public,post graduate,2.6,60.8,yes,30-60 min,yes,26.2,43.0,26.5,36.8
12783,17,female,private,post graduate,5.2,57.9,yes,30-60 min,no,86.7,71.3,73.9,73.8
1648,17,other,private,graduate,6.6,85.3,yes,<15 min,yes,88.8,94.4,100.0,95.9
6039,16,female,private,high school,4.8,72.2,yes,15-30 min,no,60.0,66.2,41.5,62.5
5165,16,female,private,diploma,6.0,69.0,no,>60 min,no,78.3,69.0,76.0,71.1
5521,16,female,public,high school,2.3,89.6,yes,15-30 min,yes,52.9,66.2,60.1,61.7
11511,15,male,public,graduate,5.2,63.8,yes,15-30 min,no,88.0,85.6,66.3,73.3
3688,19,male,private,phd,6.0,87.8,yes,15-30 min,yes,73.0,69.0,49.0,76.6
597,17,male,private,no formal,4.2,52.0,yes,<15 min,no,51.2,69.4,51.6,51.6
4546,18,other,public,no formal,6.5,99.9,yes,<15 min,yes,100.0,97.7,100.0,98.1
8677,18,male,public,high school,2.2,50.3,yes,15-30 min,no,37.0,46.2,34.0,35.2
8838,14,other,public,post graduate,3.2,74.4,yes,30-60 min,no,62.1,74.4,60.4,63.6
14956,15,female,public,graduate,1.5,52.6,no,<15 min,yes,25.2,19.9,35.1,30.7
11282,16,other,private,no formal,7.7,79.3,no,<15 min,no,100.0,96.7,93.9,98.1
13918,16,female,public,high school,3.0,51.2,no,>60 min,no,34.6,27.4,46.7,41.9
4758,14,male,private,phd,2.1,90.2,no,<15 min,no,61.7,56.0,50.2,59.3
13046,14,other,public,graduate,1.2,57.6,yes,30-60 min,no,17.7,24.2,21.9,25.8
4385,16,female,private,phd,4.5,85.0,yes,30-60 min,no,76.4,72.0,55.0,76.6
8913,18,female,public,post graduate,6.8,76.1,yes,<15 min,no,87.6,100.0,82.7,90.7
4734,15,male,private,high school,4.0,94.1,yes,15-30 min,yes,68.2,52.4,54.7,61.4
14571,15,male,private,diploma,5.5,72.6,yes,30-60 min,no,76.1,54.8,64.9,69.7
14752,14,other,private,post graduate,6.9,81.9,yes,<15 min,yes,89.4,86.4,97.9,94.7
7082,19,other,private,no formal,7.5,74.6,no,15-30 min,no,86.0,88.4,88.6,91.1
8691,16,female,public,post graduate,2.4,82.0,no,30-60 min,no,42.5,51.8,45.9,52.9
7118,17,other,public,phd,5.0,65.2,yes,15-30 min,no,78.0,62.3,74.7,69.1
4730,17,male,private,diploma,2.1,90.6,no,>60 min,yes,63.8,42.0,47.6,53.0
1674,18,other,public,post graduate,4.5,93.3,yes,<15 min,no,70.5,75.7,74.1,66.4
14319,14,other,public,graduate,5.2,99.2,yes,<15 min,no,63.2,87.4,56.0,74.0
11260,15,male,private,post graduate,4.0,58.0,no,30-60 min,no,56.9,52.4,43.4,47.8
8307,16,male,private,diploma,4.9,63.6,yes,30-60 min,yes,67.1,53.4,36.4,57.8
11172,19,other,public,graduate,4.7,51.0,yes,15-30 min,yes,77.4,56.7,60.0,64.8
12962,18,female,private,diploma,5.1,96.0,yes,30-60 min,no,46.5,82.2,79.6,76.5
9929,15,female,private,high school,1.8,92.0,yes,15-30 min,no,54.2,34.2,51.3,46.2
13546,16,other,public,no formal,5.3,64.4,yes,15-30 min,yes,82.2,82.3,54.2,73.5
11804,14,female,private,high school,3.3,82.0,yes,>60 min,no,53.6,48.5,59.9,60.9
7179,16,female,public,graduate,1.9,88.5,yes,15-30 min,no,66.0,65.0,58.3,60.2
10446,14,male,public,no formal,0.5,76.1,yes,15-30 min,yes,21.4,29.6,41.0,36.5
2295,18,male,public,graduate,1.3,75.0,no,30-60 min,no,22.8,27.2,38.3,35.6
3631,16,male,private,diploma,6.8,69.9,yes,<15 min,no,96.2,81.6,100.0,89.6
147,14,male,private,graduate,6.2,83.7,no,30-60 min,yes,93.3,78.5,82.8,84.5
14454,14,female,public,no formal,6.2,57.9,no,15-30 min,no,70.3,46.5,28.6,64.7
12175,14,male,private,high school,7.4,56.8,yes,30-60 min,yes,79.6,92.6,89.3,84.0
3454,16,other,private,high school,1.6,76.2,yes,<15 min,no,39.1,43.3,46.8,46.0
4508,17,male,public,post graduate,4.0,73.4,yes,>60 min,no,61.6,68.7,61.0,58.8
5784,19,other,public,post graduate,3.5,69.2,yes,30-60 min,yes,74.5,42.1,44.4,52.5
7752,16,male,private,high school,5.6,78.4,yes,<15 min,yes,72.3,68.9,69.0,67.8
10603,14,male,private,post graduate,4.4,63.2,yes,<15 min,no,57.1,54.7,65.7,55.4
5629,16,male,private,high school,6.5,70.6,yes,>60 min,yes,67.3,82.8,84.9,79.2
8329,14,male,private,phd,0.6,71.6,no,15-30 min,no,61.5,42.3,31.5,39.8
3361,19,female,public,phd,2.6,99.7,yes,30-60 min,no,73.7,50.7,51.3,61.2
3006,16,female,public,high school,0.7,59.6,yes,>60 min,no,41.4,28.5,28.3,36.2
3553,19,other,public,post graduate,6.4,65.4,yes,<15 min,yes,87.3,71.4,67.2,68.6
19,19,male,public,post graduate,4.5,73.8,yes,30-60 min,yes,38.7,69.9,58.3,59.2
2243,16,male,private,no formal,4.4,67.7,yes,30-60 min,no,81.6,76.3,75.7,72.0
14666,16,other,private,high school,3.3,53.4,yes,30-60 min,no,56.4,43.5,40.1,42.5
14248,19,other,public,post graduate,2.2,64.1,no,<15 min,no,27.1,22.2,50.4,36.7
6319,16,male,public,high school,4.2,57.6,no,>60 min,yes,57.5,81.1,54.4,60.3
5098,15,other,private,phd,6.1,79.0,yes,15-30 min,yes,81.2,80.4,81.4,75.6
8641,17,male,private,phd,4.2,83.6,yes,30-60 min,no,82.6,89.6,62.1,73.0
1949,14,male,public,high school,5.3,64.4,yes,30-60 min,yes,71.1,73.6,92.0,76.4
9138,17,male,private,diploma,2.5,69.7,yes,30-60 min,yes,61.1,46.1,50.5,54.1
13666,15,male,private,diploma,7.2,73.3,yes,<15 min,no,75.9,94.8,83.1,85.9
5619,19,male,private,high school,1.6,54.8,yes,15-30 min,yes,44.0,34.7,35.9,36.5
4237,19,male,private,no formal,6.0,65.9,yes,30-60 min,no,60.2,84.1,68.5,77.7
6902,18,female,public,diploma,1.7,79.3,yes,30-60 min,yes,33.6,53.5,35.5,45.0
1921,16,male,public,no formal,5.1,66.4,yes,<15 min,yes,69.7,53.9,85.6,66.8
11170,18,female,private,phd,2.4,91.2,yes,>60 min,yes,55.1,20.2,46.3,51.5
4189,14,other,public,post graduate,5.6,70.0,yes,<15 min,yes,77.3,100.0,89.3,80.3
12208,19,male,public,no formal,7.4,82.7,yes,30-60 min,yes,100.0,100.0,100.0,100.0
239,15,other,public,no formal,4.7,69.7,yes,>60 min,no,51.8,50.2,59.2,63.7
205,16,male,public,post graduate,3.2,79.5,yes,<15 min,yes,45.8,63.5,50.2,59.9
10800,14,female,private,no formal,0.9,81.6,no,<15 min,no,39.2,41.0,21.3,35.7
5553,17,male,public,phd,7.4,73.9,no,30-60 min,no,100.0,97.5,87.6,86.5
12533,15,male,private,graduate,7.5,65.0,yes,15-30 min,no,70.0,86.9,81.7,80.4
4928,17,other,public,graduate,6.3,66.3,yes,30-60 min,yes,80.7,67.5,93.4,80.1
11581,18,female,public,post graduate,6.6,77.8,yes,30-60 min,yes,90.3,77.7,73.1,75.8
11165,17,other,public,graduate,1.1,71.1,yes,15-30 min,no,43.7,48.7,31.7,38.2
4391,15,female,public,phd,5.0,63.0,yes,30-60 min,no,86.3,72.0,80.1,72.3
2688,17,female,public,phd,6.8,51.0,yes,>60 min,yes,66.9,87.3,80.2,81.3
4952,14,male,private,phd,6.8,52.3,yes,>60 min,no,64.9,74.0,65.1,69.8
6161,15,male,private,post graduate,7.1,94.9,no,<15 min,yes,91.3,92.3,79.8,92.3
12359,19,other,private,phd,4.1,50.6,yes,>60 min,yes,41.7,45.7,72.3,52.9
5389,16,other,private,high school,1.5,83.5,yes,15-30 min,yes,44.0,39.1,25.1,43.2
9541,14,other,public,no formal,6.4,85.2,yes,>60 min,no,94.2,100.0,65.1,87.1
12593,15,male,public,graduate,3.6,86.3,yes,30-60 min,no,76.7,69.2,69.0,68.4
5127,15,female,private,high school,4.1,96.0,yes,>60 min,no,65.2,76.5,77.9,72.1
13626,16,other,private,diploma,5.2,66.0,yes,<15 min,yes,63.4,51.3,68.3,62.2
817,14,male,public,graduate,6.1,70.5,yes,15-30 min,yes,62.3,65.9,57.0,71.5
13415,16,male,private,graduate,3.9,59.2,yes,30-60 min,yes,50.9,52.4,55.7,55.5
9013,18,female,private,post graduate,2.7,77.0,yes,30-60 min,no,70.0,77.3,61.9,58.8
193,17,female,private,post graduate,7.2,70.1,yes,15-30 min,yes,71.1,55.2,78.0,80.1
1777,15,female,private,post graduate,2.0,95.1,yes,<15 min,yes,54.1,49.0,46.2,54.2
3646,17,male,private,post graduate,6.9,76.6,no,15-30 min,yes,86.3,95.3,85.2,89.5
12817,16,other,private,diploma,6.5,96.2,yes,>60 min,yes,100.0,79.6,100.0,100.0
6315,19,male,public,graduate,1.6,98.9,yes,30-60 min,yes,62.2,51.0,52.7,46.4
8443,15,male,private,no formal,5.0,70.1,yes,30-60 min,yes,61.0,64.0,63.5,62.6
1789,16,female,public,diploma,4.7,79.9,yes,30-60 min,no,77.4,68.7,80.7,71.6
7375,16,female,public,diploma,7.7,69.0,no,15-30 min,no,85.3,80.4,74.1,87.6
14877,14,other,public,diploma,2.7,77.7,no,15-30 min,yes,51.3,48.0,47.7,42.7
3701,14,male,public,post graduate,6.0,75.0,yes,<15 min,no,91.2,60.4,74.0,76.3
14315,19,other,private,graduate,6.2,83.7,no,<15 min,no,88.6,62.8,78.8,74.6
10656,19,male,private,high school,0.9,74.7,no,30-60 min,no,40.6,19.5,48.5,40.0
13692,14,female,private,post graduate,0.7,76.1,yes,15-30 min,yes,36.8,26.1,20.1,26.5
9360,19,female,public,diploma,8.0,50.3,no,30-60 min,no,89.8,100.0,77.7,91.3
14361,16,female,public,high school,5.3,60.6,yes,30-60 min,no,57.0,48.4,75.7,64.9
3894,15,female,private,post graduate,7.4,58.5,no,15-30 min,no,81.0,68.1,78.3,81.6
6812,18,male,private,graduate,3.6,96.4,yes,30-60 min,yes,73.8,75.2,55.8,73.3
9289,16,other,public,no formal,7.7,92.9,yes,30-60 min,no,100.0,100.0,92.4,100.0
2680,16,other,public,no formal,2.1,66.9,yes,15-30 min,yes,42.1,49.0,36.6,43.3
10040,16,male,private,post graduate,7.6,83.7,yes,30-60 min,no,92.3,88.1,85.3,88.3
3905,19,female,private,diploma,0.7,83.2,yes,>60 min,yes,43.1,38.9,47.0,36.1
7261,15,other,private,phd,1.5,50.9,yes,15-30 min,no,49.7,57.6,37.2,37.7
505,15,male,private,post graduate,3.1,74.3,yes,15-30 min,no,59.9,61.1,60.3,61.2
9814,19,female,private,diploma,2.3,88.6,yes,15-30 min,yes,47.4,50.1,51.6,51.2
14672,19,female,public,diploma,2.0,85.8,no,15-30 min,yes,58.9,58.1,53.0,42.8
10665,15,male,private,high school,7.5,72.1,yes,30-60 min,no,83.9,70.1,82.1,82.0
10739,14,female,public,no formal,4.7,62.6,yes,15-30 min,yes,77.1,75.4,72.9,69.2
9580,18,female,public,no formal,4.5,54.1,yes,30-60 min,yes,67.2,66.4,64.3,56.8
11187,17,female,public,diploma,3.0,74.5,yes,>60 min,no,56.3,52.6,59.0,58.5
6774,17,female,private,diploma,1.3,87.9,yes,15-30 min,no,33.6,41.2,38.9,43.4
3817,16,female,private,high school,7.3,77.5,yes,15-30 min,yes,91.2,84.7,87.9,89.4
13511,19,other,private,phd,4.4,72.6,yes,<15 min,no,67.6,66.4,46.9,59.4
718,16,other,private,post graduate,6.0,86.0,no,>60 min,yes,60.8,66.1,76.3,74.7
11677,19,male,public,graduate,7.6,51.3,yes,15-30 min,yes,62.6,70.9,70.6,77.3
4435,17,female,public,diploma,6.4,63.5,yes,>60 min,yes,80.9,58.5,75.1,79.6
659,14,female,private,post graduate,3.8,62.0,yes,30-60 min,no,75.0,72.7,59.9,64.3
5058,18,other,public,high school,2.7,67.5,yes,30-60 min,yes,52.8,55.2,49.3,56.5
4009,15,other,private,diploma,2.8,91.8,yes,>60 min,no,58.5,62.5,51.0,57.7
12717,14,male,public,post graduate,5.7,60.6,yes,30-60 min,no,74.1,67.9,60.1,62.3
4995,17,other,public,high school,4.2,69.0,yes,>60 min,yes,67.0,75.8,57.7,63.0
4235,15,other,public,phd,2.1,99.5,yes,15-30 min,yes,72.1,63.2,58.9,63.9
3765,16,other,private,phd,6.5,77.3,yes,<15 min,yes,81.0,100.0,91.4,89.8
11182,16,female,public,post graduate,0.7,93.6,yes,<15 min,no,40.4,35.2,37.5,49.2
4638,16,female,public,diploma,0.7,78.2,no,30-60 min,no,31.1,30.5,38.5,32.5
2105,19,male,private,graduate,6.3,87.1,no,30-60 min,no,89.8,85.3,70.6,92.2
9448,17,other,public,graduate,6.4,98.7,no,30-60 min,yes,79.7,79.8,75.9,87.7
6802,14,male,private,graduate,0.8,62.6,no,15-30 min,yes,22.3,41.8,38.2,32.1
10675,18,female,private,diploma,1.0,54.3,yes,30-60 min,no,24.6,31.8,34.3,29.2
8576,15,male,public,diploma,6.4,82.4,no,15-30 min,yes,97.8,87.6,78.3,87.2
2608,15,male,public,graduate,7.6,59.4,yes,>60 min,yes,91.2,90.0,83.2,86.1
8386,17,male,public,graduate,1.4,59.4,no,30-60 min,no,28.0,40.3,42.9,43.2
12000,18,other,public,graduate,2.9,77.5,yes,15-30 min,yes,36.8,29.8,41.9,48.5
3720,15,male,private,no formal,3.1,72.5,yes,15-30 min,yes,52.0,52.1,51.4,58.2
2582,16,other,public,post graduate,4.3,95.7,yes,15-30 min,no,61.0,63.1,82.2,71.8
2566,16,other,public,high school,0.9,93.5,no,<15 min,yes,56.7,46.6,63.3,51.4
2764,14,other,public,no formal,1.1,99.3,yes,<15 min,no,64.0,58.6,58.0,56.2
10991,16,female,public,high school,5.9,85.4,yes,30-60 min,yes,64.2,54.1,65.7,71.8
6329,14,female,public,high school,5.6,82.7,yes,15-30 min,no,69.2,78.5,59.7,77.2
5992,16,other,public,no formal,2.4,60.3,yes,<15 min,yes,44.9,36.7,26.1,41.1
10532,14,male,private,graduate,2.2,84.3,yes,30-60 min,no,41.2,53.8,43.1,49.0
3407,16,male,private,no formal,7.1,98.8,yes,30-60 min,no,97.0,100.0,95.8,99.4
8924,16,male,private,diploma,4.7,69.3,yes,<15 min,no,91.8,62.7,70.9,72.2
14452,14,other,public,graduate,1.5,72.7,yes,<15 min,yes,44.8,41.0,39.9,39.0
11065,18,other,public,graduate,5.9,54.4,yes,15-30 min,no,73.8,75.3,87.7,74.3
11313,18,female,private,high school,6.0,75.2,yes,30-60 min,yes,75.6,75.9,83.9,68.5
4781,19,male,public,diploma,5.8,55.3,yes,>60 min,yes,65.6,79.8,82.0,68.4
4178,18,other,private,no formal,2.2,67.6,no,15-30 min,yes,55.1,36.2,47.7,49.6
6477,15,male,private,high school,5.9,57.0,yes,>60 min,yes,62.3,55.5,74.2,62.4
2605,18,other,private,diploma,8.0,70.0,yes,<15 min,no,92.6,100.0,100.0,100.0
8182,14,female,private,graduate,7.5,74.8,yes,<15 min,yes,100.0,91.2,90.0,95.2
2383,19,female,private,diploma,4.0,72.5,yes,15-30 min,yes,57.9,44.3,37.0,52.0
532,14,male,public,graduate,7.9,73.4,yes,15-30 min,no,77.9,100.0,82.9,92.2
6080,17,other,private,phd,4.5,95.8,yes,30-60 min,no,83.9,67.0,69.7,69.4
12509,15,female,public,graduate,0.7,64.2,yes,30-60 min,yes,33.7,21.4,41.8,22.5
635,15,female,public,phd,3.8,91.9,no,<15 min,yes,69.1,63.9,76.2,76.6
9962,19,other,public,phd,4.7,85.2,yes,15-30 min,no,66.3,66.1,74.2,69.0
11997,14,female,private,high school,5.0,77.5,yes,>60 min,yes,70.8,70.1,55.5,72.0
10563,15,female,public,diploma,0.5,66.8,no,30-60 min,no,35.3,32.0,16.6,27.7
14163,15,male,public,diploma,3.7,82.2,yes,<15 min,no,56.3,41.0,57.4,55.1
3,17,female,private,post graduate,7.9,65.5,no,<15 min,no,84.8,95.0,79.2,89.6
14006,17,female,public,graduate,5.8,89.7,no,30-60 min,no,53.0,80.9,75.5,74.2
8398,15,other,private,high school,5.1,52.1,yes,30-60 min,no,66.7,49.6,55.1,58.0
5952,18,male,private,no formal,5.7,74.2,yes,15-30 min,no,70.7,77.7,81.5,80.8
12328,17,female,public,high school,1.3,91.2,yes,>60 min,no,52.1,52.8,40.2,48.8
14395,16,female,public,diploma,3.3,65.8,yes,15-30 min,no,48.0,59.9,59.8,57.1
10814,16,other,private,phd,4.5,56.1,yes,30-60 min,no,41.6,51.5,49.9,55.9
12932,19,other,public,phd,2.7,61.6,yes,30-60 min,no,36.4,29.4,45.0,36.3
5627,16,female,private,phd,5.0,61.8,no,30-60 min,yes,49.5,59.9,59.9,54.8
7740,16,other,public,no formal,5.7,60.5,yes,>60 min,no,85.9,80.0,89.6,78.7
6004,17,male,private,phd,1.2,91.5,yes,>60 min,yes,49.9,41.0,50.0,45.9
2891,14,female,public,diploma,0.8,67.3,yes,15-30 min,no,19.7,25.9,33.9,28.5
11386,17,male,public,post graduate,6.4,77.1,yes,30-60 min,yes,82.4,62.8,73.6,76.1
10859,14,female,private,high school,3.5,59.5,no,>60 min,yes,67.2,67.3,60.6,61.1
6240,15,other,private,high school,4.0,92.2,yes,>60 min,yes,95.2,63.8,61.7,74.0
8027,17,male,public,phd,7.5,91.0,yes,<15 min,yes,89.9,95.3,89.7,93.4
3307,15,male,private,high school,1.3,90.3,yes,<15 min,no,43.8,42.7,66.7,55.8
898,14,male,private,graduate,2.6,79.9,yes,>60 min,yes,38.1,72.2,70.5,55.7
9278,15,other,public,no formal,4.3,78.5,yes,30-60 min,no,72.6,47.2,60.4,56.7
9472,18,other,private,post graduate,2.0,85.1,yes,<15 min,no,64.5,60.4,50.0,54.2
14897,17,female,private,graduate,7.3,67.6,yes,>60 min,no,89.3,87.9,88.8,89.4
14684,15,female,private,graduate,1.3,95.4,yes,>60 min,no,46.5,52.9,58.4,48.1
671,19,female,private,high school,7.2,87.8,yes,30-60 min,yes,99.8,85.4,79.7,83.6
7292,18,other,public,diploma,6.4,71.5,yes,<15 min,no,81.8,85.2,80.7,82.2
1506,15,other,public,no formal,6.6,71.1,yes,30-60 min,no,100.0,80.1,74.3,90.9
6461,15,female,private,post graduate,7.4,69.1,yes,30-60 min,yes,96.8,83.8,87.7,90.4
11768,19,male,public,post graduate,0.8,83.5,yes,15-30 min,yes,52.4,43.9,54.2,45.5
13007,17,other,public,high school,0.9,64.5,no,15-30 min,no,18.3,24.1,24.2,26.8
5168,15,other,public,post graduate,5.3,50.8,yes,<15 min,yes,50.8,53.5,47.3,57.3
10148,17,male,public,graduate,5.9,97.3,yes,>60 min,no,95.7,96.3,98.2,83.2
5256,16,other,private,diploma,5.0,85.6,yes,>60 min,yes,78.2,89.3,67.7,83.0
250,14,female,public,high school,4.5,64.4,yes,<15 min,no,53.7,68.1,54.1,59.2
6458,17,other,public,post graduate,6.5,61.9,no,30-60 min,yes,98.4,94.0,76.9,86.0
1893,19,male,private,diploma,2.8,93.2,yes,30-60 min,no,53.7,48.9,41.3,54.2
3440,18,male,public,graduate,7.3,54.1,no,30-60 min,yes,74.4,93.9,77.0,85.8
10046,19,other,public,no formal,1.3,81.4,yes,30-60 min,no,24.2,48.2,24.9,34.2
2855,18,other,public,no formal,2.7,55.2,yes,15-30 min,yes,53.3,36.3,28.8,44.1
9696,17,male,private,diploma,0.6,94.1,yes,>60 min,yes,38.4,38.1,33.4,35.2
11578,18,female,private,graduate,2.9,89.9,yes,<15 min,no,53.7,70.0,73.8,62.0
11764,15,female,public,phd,2.3,95.6,yes,15-30 min,yes,46.9,73.4,62.8,57.0
3793,15,female,public,graduate,7.8,83.5,no,30-60 min,no,90.6,68.8,97.9,87.5
11619,16,female,private,high school,3.3,65.5,yes,<15 min,no,43.3,46.1,40.6,48.5
14821,18,other,public,high school,3.3,63.7,yes,30-60 min,no,39.6,35.3,34.2,44.9
5331,17,other,private,high school,1.8,55.6,yes,15-30 min,no,48.6,23.5,33.8,35.5
7872,15,female,private,diploma,5.7,67.9,yes,>60 min,no,68.4,68.0,78.4,75.9
8236,19,male,public,phd,5.4,62.4,yes,>60 min,no,100.0,90.6,70.8,75.2
3613,17,female,public,diploma,5.5,86.3,yes,>60 min,yes,89.2,83.4,97.3,84.6
2619,17,other,public,post graduate,6.0,69.4,yes,<15 min,yes,84.4,78.5,82.8,75.0
4679,17,female,private,post graduate,0.6,82.0,yes,30-60 min,no,34.3,33.1,25.2,31.8
3164,15,female,private,phd,2.8,73.7,yes,<15 min,no,46.1,50.8,51.4,49.3
9481,17,female,private,no formal,7.8,59.5,yes,<15 min,yes,100.0,100.0,90.2,94.8
2943,18,other,private,graduate,2.3,58.2,yes,<15 min,no,43.7,34.1,19.7,42.5
8412,18,female,private,phd,3.6,80.6,yes,15-30 min,no,46.6,65.2,58.1,61.6
1926,14,female,private,high school,2.4,67.3,yes,15-30 min,yes,33.9,20.0,37.0,37.3
2973,17,female,public,post graduate,0.7,65.9,no,30-60 min,no,28.4,14.9,59.0,41.5
11706,14,other,private,diploma,4.4,92.6,yes,15-30 min,yes,82.3,84.5,72.7,76.6
10641,16,female,private,graduate,7.9,89.5,yes,>60 min,yes,98.1,97.9,92.9,91.6
11664,15,female,public,high school,3.8,73.9,no,30-60 min,no,66.5,55.2,63.4,60.4
10967,19,other,private,no formal,3.4,86.5,yes,15-30 min,no,58.2,54.8,54.7,58.0
991,16,male,private,no formal,3.4,99.7,yes,<15 min,yes,71.0,54.3,58.6,66.4
11139,17,male,public,no formal,5.4,93.6,yes,>60 min,yes,88.5,97.6,72.1,89.7
1813,18,male,private,post graduate,6.3,65.1,yes,<15 min,no,83.7,61.5,70.7,68.9
13146,17,female,private,phd,6.4,87.4,no,30-60 min,yes,100.0,100.0,94.0,89.0
8996,16,female,private,post graduate,5.3,76.1,yes,15-30 min,no,67.8,90.0,82.7,81.4
490,17,other,private,phd,3.3,93.8,yes,15-30 min,no,73.7,65.6,60.1,61.1
11749,14,female,public,post graduate,6.6,96.8,yes,30-60 min,no,83.5,100.0,92.0,89.3
5877,19,female,private,diploma,0.6,61.1,yes,30-60 min,yes,10.9,18.8,4.3,24.1
9686,15,male,private,diploma,4.9,83.4,no,15-30 min,no,62.9,55.4,63.7,64.0
3646,17,male,private,post graduate,6.9,76.6,no,15-30 min,yes,86.3,95.3,85.2,89.5
7082,19,other,private,no formal,7.5,74.6,no,15-30 min,no,86.0,88.4,88.6,91.1
2892,17,other,private,no formal,7.4,72.5,yes,30-60 min,no,59.4,79.9,81.3,86.6
9898,17,other,public,no formal,7.0,73.5,no,30-60 min,yes,91.6,97.5,100.0,95.3
3517,15,male,private,diploma,5.5,95.7,yes,30-60 min,no,68.2,87.7,72.3,86.7
3341,17,male,public,diploma,7.1,88.0,yes,>60 min,yes,90.9,82.6,80.5,88.7
6411,19,male,private,post graduate,2.7,94.0,no,30-60 min,yes,37.9,66.4,40.0,54.1
54,16,other,public,post graduate,6.3,91.4,no,>60 min,yes,95.8,93.3,85.2,88.4
2576,15,female,private,phd,5.6,82.5,yes,30-60 min,yes,76.9,70.1,94.5,77.3
11784,17,other,public,diploma,7.2,97.6,yes,15-30 min,yes,84.4,87.4,100.0,99.9
616,17,female,private,phd,1.5,52.6,yes,>60 min,no,48.1,30.7,50.3,39.5
13371,15,female,public,no formal,3.0,82.9,yes,<15 min,yes,50.9,39.6,44.1,64.1
5945,15,male,private,phd,7.7,55.6,yes,30-60 min,no,80.3,77.8,91.7,77.5
7405,16,other,private,graduate,4.7,88.1,yes,<15 min,no,70.4,57.1,60.2,69.6
955,18,female,private,phd,2.2,85.6,yes,30-60 min,yes,44.6,50.4,46.6,50.4
10626,16,male,public,graduate,2.7,50.5,yes,30-60 min,yes,33.7,50.3,14.8,35.0
1630,14,male,public,phd,7.0,92.4,yes,15-30 min,yes,100.0,96.3,97.6,100.0
10974,19,other,private,graduate,5.6,57.1,yes,>60 min,no,81.8,94.1,58.0,74.9
6860,18,female,private,graduate,6.1,83.7,yes,>60 min,yes,77.3,91.3,73.2,73.4
8842,15,other,private,diploma,5.4,85.3,yes,<15 min,yes,76.7,71.7,81.8,77.7
10540,16,male,public,high school,6.6,63.0,yes,30-60 min,yes,90.9,81.4,92.6,72.2
12683,19,other,private,phd,2.0,68.7,yes,>60 min,no,38.7,28.7,39.2,40.6
3279,19,other,public,phd,6.3,62.4,yes,15-30 min,yes,50.4,74.4,64.6,67.8
5456,14,male,private,post graduate,6.8,60.8,yes,30-60 min,no,70.0,68.3,92.1,81.6
10833,16,male,public,post graduate,4.9,68.1,yes,<15 min,yes,74.4,73.6,52.3,58.8
3802,17,female,public,phd,2.2,50.1,yes,15-30 min,yes,33.8,31.8,5.6,30.9
2562,16,female,private,post graduate,0.9,90.4,yes,30-60 min,yes,48.5,63.2,50.6,52.2
11442,18,female,public,graduate,6.6,73.9,yes,30-60 min,yes,70.2,76.8,75.6,75.9
6540,14,other,private,high school,3.3,90.0,yes,<15 min,no,65.1,79.6,61.3,63.8
371,16,other,private,graduate,5.7,59.8,yes,15-30 min,no,50.7,77.3,42.1,61.0
858,14,male,public,diploma,5.0,96.0,yes,>60 min,yes,81.7,81.0,92.7,79.5
4887,18,male,private,high school,1.2,67.9,yes,30-60 min,yes,59.4,38.3,28.6,33.0
12946,19,male,private,graduate,1.0,87.8,yes,>60 min,no,42.6,63.9,34.3,37.0
7486,19,female,public,post graduate,3.5,72.9,yes,<15 min,yes,61.2,50.4,55.9,56.4
13681,18,male,private,high school,3.0,75.1,yes,<15 min,no,52.7,65.5,57.8,56.2
384,15,female,public,post graduate,6.3,67.5,yes,15-30 min,no,83.8,91.4,91.5,82.9
14398,18,female,public,graduate,1.7,53.2,no,>60 min,no,25.2,36.7,28.3,26.6
12070,19,female,private,phd,5.0,82.4,yes,<15 min,yes,74.0,60.8,70.5,78.1
10745,18,other,public,graduate,1.3,67.0,yes,>60 min,no,47.1,49.1,21.7,42.1
4335,19,other,private,high school,2.7,64.8,yes,15-30 min,yes,52.9,59.7,47.5,51.8
4291,14,other,private,post graduate,3.1,53.0,yes,<15 min,yes,31.1,52.2,42.1,44.8
2726,17,other,private,phd,3.3,97.2,yes,30-60 min,yes,54.3,42.4,56.4,56.9
12227,15,male,public,high school,4.8,83.8,yes,>60 min,yes,70.3,87.5,81.4,72.6
11486,18,other,public,high school,5.9,98.8,no,30-60 min,yes,68.5,83.1,92.3,83.7
6205,14,male,private,phd,6.5,59.6,yes,<15 min,yes,60.6,73.2,64.8,71.4
13441,19,female,public,high school,0.8,56.7,no,<15 min,no,26.3,16.5,24.3,20.5
6112,16,other,public,graduate,7.3,54.8,yes,<15 min,yes,71.5,85.4,84.1,75.9
4252,16,other,private,no formal,1.6,59.5,yes,>60 min,yes,23.2,25.3,19.0,30.5
12181,18,other,private,diploma,1.0,96.1,no,<15 min,no,51.8,52.4,38.0,45.4
923,16,male,public,high school,7.9,72.2,yes,<15 min,yes,92.6,88.7,71.1,86.6
